Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569155.1_ASM2256915v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569275.1_ASM2256927v1_genomic.fna	99.59	94.10	92.82	NZ_JAKRKP010000001.1 Staphylococcus lugdunensis strain P2-40 SHJJP890901, whole genome shotgun sequence	NZ_JAKRKV010000001.1 Staphylococcus lugdunensis strain 12-3 SHJJP890201, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569155.1_ASM2256915v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569195.1_ASM2256919v1_genomic.fna	99.59	94.09	92.79	NZ_JAKRKP010000001.1 Staphylococcus lugdunensis strain P2-40 SHJJP890901, whole genome shotgun sequence	NZ_JAKRKS010000001.1 Staphylococcus lugdunensis strain IVK68 SHJJP890501, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569155.1_ASM2256915v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_030225285.1_ASM3022528v1_genomic.fna	99.45	93.97	93.21	NZ_JAKRKP010000001.1 Staphylococcus lugdunensis strain P2-40 SHJJP890901, whole genome shotgun sequence	NZ_JASOVY010000010.1 Staphylococcus lugdunensis strain UMB0011 NODE_10_length_83770_cov_59.815182, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569155.1_ASM2256915v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_026427515.1_ASM2642751v1_genomic.fna	99.48	94.16	93.25	NZ_JAKRKP010000001.1 Staphylococcus lugdunensis strain P2-40 SHJJP890901, whole genome shotgun sequence	NZ_CP084443.1 Staphylococcus lugdunensis strain RMLUG5 chromosome, complete genome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569155.1_ASM2256915v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_026427455.1_ASM2642745v1_genomic.fna	99.93	96.50	93.63	NZ_JAKRKP010000001.1 Staphylococcus lugdunensis strain P2-40 SHJJP890901, whole genome shotgun sequence	NZ_CP084434.1 Staphylococcus lugdunensis strain RMLUG2 chromosome, complete genome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569155.1_ASM2256915v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_024104495.1_ASM2410449v1_genomic.fna	99.84	97.14	96.04	NZ_JAKRKP010000001.1 Staphylococcus lugdunensis strain P2-40 SHJJP890901, whole genome shotgun sequence	NZ_JAHAVJ010000010.1 Staphylococcus lugdunensis strain K-060 NODE_10_length_108120_cov_52.488828, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569155.1_ASM2256915v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_024104435.1_ASM2410443v1_genomic.fna	99.77	96.45	96.15	NZ_JAKRKP010000001.1 Staphylococcus lugdunensis strain P2-40 SHJJP890901, whole genome shotgun sequence	NZ_JAHAVF010000010.1 Staphylococcus lugdunensis strain Q-058 NODE_10_length_75066_cov_107.340490, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569155.1_ASM2256915v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_024104375.1_ASM2410437v1_genomic.fna	99.77	95.31	97.68	NZ_JAKRKP010000001.1 Staphylococcus lugdunensis strain P2-40 SHJJP890901, whole genome shotgun sequence	NZ_JAHAVD010000010.1 Staphylococcus lugdunensis strain Q-087 NODE_10_length_84188_cov_114.534517, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569155.1_ASM2256915v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689605.1_ASM2268960v1_genomic.fna	99.44	93.97	96.78	NZ_JAKRKP010000001.1 Staphylococcus lugdunensis strain P2-40 SHJJP890901, whole genome shotgun sequence	NZ_JALCXD010000010.1 Staphylococcus lugdunensis strain acrnd NODE_10_length_82133_cov_49.422090_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569155.1_ASM2256915v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689465.1_ASM2268946v1_genomic.fna	99.97	97.12	99.09	NZ_JAKRKP010000001.1 Staphylococcus lugdunensis strain P2-40 SHJJP890901, whole genome shotgun sequence	NZ_JALCXH010000010.1 Staphylococcus lugdunensis strain acrne NODE_10_length_107933_cov_40.300122_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569155.1_ASM2256915v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689405.1_ASM2268940v1_genomic.fna	99.97	97.10	99.07	NZ_JAKRKP010000001.1 Staphylococcus lugdunensis strain P2-40 SHJJP890901, whole genome shotgun sequence	NZ_JALCXK010000010.1 Staphylococcus lugdunensis strain acrng NODE_10_length_107171_cov_41.027779_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689335.1_ASM2268933v1_genomic.fna	99.57	96.34	96.61	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JALCXN010000010.1 Staphylococcus lugdunensis strain acrnw NODE_10_length_57338_cov_57.215766_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689255.1_ASM2268925v1_genomic.fna	99.87	98.43	96.51	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JALCXT010000010.1 Staphylococcus lugdunensis strain acrnt NODE_10_length_94495_cov_52.116238_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689125.1_ASM2268912v1_genomic.fna	99.68	94.21	95.71	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JALCXY010000010.1 Staphylococcus lugdunensis strain acrnn NODE_10_length_109949_cov_44.460745_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569205.1_ASM2256920v1_genomic.fna	99.48	95.99	97.91	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JAKRKQ010000001.1 Staphylococcus lugdunensis strain D2-16 SHJJP890701, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569155.1_ASM2256915v1_genomic.fna	99.62	94.32	93.87	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JAKRKP010000001.1 Staphylococcus lugdunensis strain P2-40 SHJJP890901, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569085.1_ASM2256908v1_genomic.fna	99.92	98.22	95.93	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JAKRKL010000001.1 Staphylococcus lugdunensis strain D3-12 SHJJP891301, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_900474705.1_41236_B02_genomic.fna	99.32	95.62	97.00	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_LS483312.1 Staphylococcus lugdunensis strain NCTC7990 chromosome 1, complete sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_026427535.1_ASM2642753v1_genomic.fna	99.36	95.67	93.86	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_CP084444.1 Staphylococcus lugdunensis strain RMLUG6 chromosome, complete genome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_026427475.1_ASM2642747v1_genomic.fna	99.36	95.77	95.44	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_CP084437.1 Staphylococcus lugdunensis strain RMLUG3 chromosome, complete genome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_024104505.1_ASM2410450v1_genomic.fna	99.63	95.31	93.85	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JAHAVK010000010.1 Staphylococcus lugdunensis strain K-016 NODE_10_length_75066_cov_49.813969, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_024104455.1_ASM2410445v1_genomic.fna	99.63	94.81	93.30	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JAHAVH010000010.1 Staphylococcus lugdunensis strain Q-026 NODE_10_length_75066_cov_60.335339, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_024104395.1_ASM2410439v1_genomic.fna	99.58	95.23	93.80	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JAHAVE010000010.1 Staphylococcus lugdunensis strain Q-081 NODE_10_length_75066_cov_92.608161, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_023508855.1_ASM2350885v1_genomic.fna	99.36	95.67	93.43	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_CP048007.1 Staphylococcus lugdunensis strain CGMH-SL131 chromosome, complete genome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689495.1_ASM2268949v1_genomic.fna	99.46	95.74	97.59	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JALCXG010000010.1 Staphylococcus lugdunensis strain acrnc NODE_10_length_81414_cov_38.315158_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689425.1_ASM2268942v1_genomic.fna	99.68	94.25	95.70	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JALCXI010000010.1 Staphylococcus lugdunensis strain acrnf NODE_10_length_104618_cov_51.286653_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689365.1_ASM2268936v1_genomic.fna	99.88	98.60	96.50	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JALCXL010000010.1 Staphylococcus lugdunensis strain acrnr NODE_10_length_53387_cov_46.249653_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689285.1_ASM2268928v1_genomic.fna	99.67	94.36	95.84	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JALCXQ010000010.1 Staphylococcus lugdunensis strain acrnh NODE_10_length_84047_cov_44.140872_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689165.1_ASM2268916v1_genomic.fna	99.62	94.39	95.84	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JALCXX010000010.1 Staphylococcus lugdunensis strain acrnm NODE_10_length_83909_cov_44.305492_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569235.1_ASM2256923v1_genomic.fna	99.39	95.18	97.61	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JAKRKT010000001.1 Staphylococcus lugdunensis strain IVK28 SHJJP890401, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569175.1_ASM2256917v1_genomic.fna	99.92	98.10	98.13	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JAKRKR010000001.1 Staphylococcus lugdunensis strain IVK84 SHJJP890601, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569095.1_ASM2256909v1_genomic.fna	99.18	95.04	97.62	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JAKRKN010000001.1 Staphylococcus lugdunensis strain D4-9 SHJJP891101, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569035.1_ASM2256903v1_genomic.fna	99.39	96.51	96.91	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JAKRKJ010000001.1 Staphylococcus lugdunensis strain B6-3 SHJJP891501, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_900478255.1_34211_E02_genomic.fna	99.50	96.24	97.91	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_LS483482.1 Staphylococcus lugdunensis strain NCTC12217 chromosome 1, complete sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_030224835.1_ASM3022483v1_genomic.fna	99.45	97.02	98.21	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JASOVA010000010.1 Staphylococcus lugdunensis strain UMB1283 NODE_10_length_74781_cov_72.261726, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_026427495.1_ASM2642749v1_genomic.fna	99.88	98.62	94.06	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_CP084440.1 Staphylococcus lugdunensis strain RMLUG4 chromosome, complete genome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_026427435.1_ASM2642743v1_genomic.fna	99.36	95.67	93.29	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_CP084480.1 Staphylococcus lugdunensis strain RMLUG1 chromosome, complete genome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_024104475.1_ASM2410447v1_genomic.fna	99.56	94.86	96.32	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JAHAVI010000010.1 Staphylococcus lugdunensis strain K-015 NODE_10_length_108092_cov_63.810744, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_024104415.1_ASM2410441v1_genomic.fna	99.67	94.71	95.39	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JAHAVG010000010.1 Staphylococcus lugdunensis strain Q-046 NODE_10_length_99174_cov_62.986289, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_023508875.1_ASM2350887v1_genomic.fna	99.36	95.73	94.24	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_CP048713.1 Staphylococcus lugdunensis strain CGMH-SL138 chromosome, complete genome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689545.1_ASM2268954v1_genomic.fna	99.39	96.49	96.83	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JALCXC010000010.1 Staphylococcus lugdunensis strain acrmz NODE_10_length_95935_cov_42.644839_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689445.1_ASM2268944v1_genomic.fna	99.62	94.26	95.80	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JALCXJ010000010.1 Staphylococcus lugdunensis strain acrny NODE_10_length_106320_cov_40.594496_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689385.1_ASM2268938v1_genomic.fna	99.86	98.35	96.28	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JALCXO010000010.1 Staphylococcus lugdunensis strain acrns NODE_10_length_86448_cov_48.371363_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689325.1_ASM2268932v1_genomic.fna	99.91	97.45	96.06	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JALCXM010000010.1 Staphylococcus lugdunensis strain acrnj NODE_10_length_38874_cov_55.474599_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022689235.1_ASM2268923v1_genomic.fna	99.92	97.34	96.01	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JALCXS010000010.1 Staphylococcus lugdunensis strain acrnk NODE_10_length_57444_cov_56.229400_pilon, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569275.1_ASM2256927v1_genomic.fna	99.93	98.36	96.55	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JAKRKV010000001.1 Staphylococcus lugdunensis strain 12-3 SHJJP890201, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569195.1_ASM2256919v1_genomic.fna	99.93	98.32	96.49	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JAKRKS010000001.1 Staphylococcus lugdunensis strain IVK68 SHJJP890501, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569135.1_ASM2256913v1_genomic.fna	99.59	94.44	94.79	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JAKRKO010000001.1 Staphylococcus lugdunensis strain E1-36 SHJJP891001, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022569075.1_ASM2256907v1_genomic.fna	99.90	98.73	98.76	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JAKRKM010000001.1 Staphylococcus lugdunensis strain D2-19 SHJJP891201, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_030225285.1_ASM3022528v1_genomic.fna	99.92	98.49	97.23	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JASOVY010000010.1 Staphylococcus lugdunensis strain UMB0011 NODE_10_length_83770_cov_59.815182, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_026427515.1_ASM2642751v1_genomic.fna	99.98	98.25	96.83	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_CP084443.1 Staphylococcus lugdunensis strain RMLUG5 chromosome, complete genome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_026427455.1_ASM2642745v1_genomic.fna	99.59	94.93	91.66	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_CP084434.1 Staphylococcus lugdunensis strain RMLUG2 chromosome, complete genome
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_024104495.1_ASM2410449v1_genomic.fna	99.58	94.76	93.23	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JAHAVJ010000010.1 Staphylococcus lugdunensis strain K-060 NODE_10_length_108120_cov_52.488828, whole genome shotgun sequence
/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_022568975.1_ASM2256897v1_genomic.fna	/vsc-hard-mounts/leuven-data/350/vsc35068/IBP/data/genomes/all/GCF_024104435.1_ASM2410443v1_genomic.fna	99.58	95.11	94.36	NZ_JAKRKH010000001.1 Staphylococcus lugdunensis strain E1-48 SHJJP891701, whole genome shotgun sequence	NZ_JAHAVF010000010.1 Staphylococcus lugdunensis strain Q-058 NODE_10_length_75066_cov_107.340490, whole genome shotgun sequence
